,Line,Group,Left,Right,ref_transcript,hyp_transcript,asr_hyp,interview_name,diff_name,diff_typ
227,6823,mm-hmm <-> ***,mm-hmm , ***,aa-rev,amber,False,VLD_se0_ag4_f_02_1,filler_del,verbatim
228,7153,oh <-> ***,oh , ***,aa-rev,amber,False,VLD_se0_ag4_f_02_1,filler_del,verbatim
229,7266,oh <-> ***,oh , ***,aa-rev,amber,False,VLD_se0_ag4_f_02_1,filler_del,verbatim
230,7339,mm-hmm <-> ***,mm-hmm , ***,aa-rev,amber,False,VLD_se0_ag4_f_02_1,filler_del,verbatim
231,7605,mm-hmm <-> ***,mm-hmm , ***,aa-rev,amber,False,VLD_se0_ag4_f_02_1,filler_del,verbatim
232,70,there <-> there-,there , there-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
233,74,for <-> for-,for , for-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
234,313,was <-> was-,was , was-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
235,427,sisters <-> sisters-,sisters , sisters-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
236,775,so <-> so-,so , so-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
237,789,just <-> just-,just , just-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
238,1057,you <-> you-,you , you-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
239,1093,that <-> that-,that , that-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
240,1181,the <-> the-,the , the-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
241,1184,they <-> they-,they , they-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
242,1352,to <-> to-,to , to-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
243,1460,couldn't <-> couldn't-,couldn't , couldn't-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
244,1804,moved <-> moved-,moved , moved-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
245,1995,you <-> you-,you , you-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
246,2041,house <-> house-,house , house-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
247,2175,that <-> that-,that , that-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
248,2205,got <-> got-,got , got-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
249,2472,know <-> know-,know , know-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
250,2631,feel <-> feel-,feel , feel-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
251,2640,things <-> things-,things , things-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
252,3009,were <-> were-,were , were-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
253,3016,didn't <-> didn't-,didn't , didn't-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
254,3087,back <-> back-,back , back-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
255,3151,so <-> so-,so , so-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
256,3195,the <-> the-,the , the-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
257,3210,this <-> this-,this , this-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
258,3306,the <-> the-,the , the-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
259,3363,did <-> did-,did , did-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
260,4035,then <-> then-,then , then-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
261,4053,today <-> today-,today , today-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
262,4269,and <-> and-,and , and-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
263,4275,we <-> we-,we , we-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
264,4310,walked <-> walked-,walked , walked-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
265,4429,you <-> you-,you , you-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
266,4431,you <-> you-,you , you-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
267,4455,did <-> did-,did , did-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
268,4729,in <-> in-,in , in-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
269,4851,is <-> is-,is , is-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
270,4902,think <-> think-,think , think-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
271,5227,is <-> is-,is , is-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
272,5549,and <-> and-,and , and-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
273,5618,we <-> we-,we , we-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
274,5766,why <-> why-,why , why-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
275,5954,have <-> have-,have , have-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
276,7410,her <-> her-,her , her-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,is_restart,verbatim
277,169,*** <-> south-,*** , south-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,del_restart,verbatim
278,1077,*** <-> did the-,*** , did the-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,del_restart,verbatim
279,1404,*** <-> had-,*** , had-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,del_restart,verbatim
280,5511,*** <-> not-,*** , not-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,del_restart,verbatim
281,7097,*** <-> was-,*** , was-,aa-rev,amber,False,VLD_se0_ag4_f_02_1,del_restart,verbatim
282,33,*** <-> are,*** , are,aa-rev,amber,False,ATL_se0_ag1_f_03_1,cop_aux_del_19a,morpho_syntax
283,38,*** <-> are,*** , are,aa-rev,amber,False,ATL_se0_ag1_f_03_1,cop_aux_del_19a,morpho_syntax
284,563,*** <-> are,*** , are,aa-rev,amber,False,ATL_se0_ag1_f_03_1,cop_aux_del_19a,morpho_syntax
285,4301,she's <-> she,she's , she,aa-rev,amber,False,ATL_se0_ag1_f_03_1,cop_aux_del_19a,morpho_syntax
286,3592,*** <-> will,*** , will,aa-rev,amber,False,ATL_se0_ag1_f_03_1,future_ll_del_19c,morpho_syntax
287,3764,i'll <-> i,i'll , i,aa-rev,amber,False,ATL_se0_ag1_f_03_1,future_ll_del_19c,morpho_syntax
288,4619,finna <-> going to,finna , going to,aa-rev,amber,False,ATL_se0_ag1_f_03_1,finna_19i,morpho_syntax
289,4632,finna <-> going to,finna , going to,aa-rev,amber,False,ATL_se0_ag1_f_03_1,finna_19i,morpho_syntax
290,330,type <-> types,type , types,aa-rev,amber,False,ATL_se0_ag1_f_03_1,final_s_del_20a_21b,morpho_syntax
291,779,practice <-> practices,practice , practices,aa-rev,amber,False,ATL_se0_ag1_f_03_1,final_s_del_20a_21b,morpho_syntax
292,2853,come <-> comes,come , comes,aa-rev,amber,False,ATL_se0_ag1_f_03_1,final_s_del_20a_21b,morpho_syntax
293,2864,type <-> types,type , types,aa-rev,amber,False,ATL_se0_ag1_f_03_1,final_s_del_20a_21b,morpho_syntax
294,4649,introduction <-> introductions,introduction , introductions,aa-rev,amber,False,ATL_se0_ag1_f_03_1,final_s_del_20a_21b,morpho_syntax
295,1810,dress <-> dressed,dress , dressed,aa-rev,amber,False,ATL_se0_ag1_f_03_1,stem_for_past_20e,morpho_syntax
296,4795,walked <-> walk,walked , walk,aa-rev,amber,False,ATL_se0_ag1_f_03_1,stem_for_past_20e,morpho_syntax
297,3655,*** <-> she,*** , she,aa-rev,amber,False,ATL_se0_ag1_f_03_1,add_pronoun_21d,morpho_syntax
298,3941,it <-> ***,it , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,add_pronoun_21d,morpho_syntax
299,4296,*** <-> it,*** , it,aa-rev,amber,False,ATL_se0_ag1_f_03_1,add_pronoun_21d,morpho_syntax
300,2088,if <-> ***,if , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,if_whether_del_23b,morpho_syntax
301,2463,if <-> ***,if , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,if_whether_del_23b,morpho_syntax
302,280,because <-> because-,because , because-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_red_form,morpho_syntax
303,282,because <-> because-,because , because-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_red_form,morpho_syntax
304,2562,remember <-> remember-,remember , remember-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_red_form,morpho_syntax
305,3174,don't wanna <-> gonna,don't wanna , gonna,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_red_form,morpho_syntax
306,4336,coulda <-> could have,coulda , could have,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_red_form,morpho_syntax
307,4528,*** <-> about,*** , about,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_red_form,morpho_syntax
308,159,a <-> an,a , an,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
309,233,a <-> ***,a , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
310,244,a <-> an,a , an,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
311,291,a <-> an,a , an,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
312,294,i <-> i've,i , i've,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
313,1082,i'd <-> i,i'd , i,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
314,1295,i <-> ***,i , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
315,1389,a <-> ***,a , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
316,2090,a <-> a-,a , a-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
317,2159,*** <-> a,*** , a,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
318,2667,b <-> b.,b , b.,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
319,3296,i <-> ***,i , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
320,3498,a <-> the,a , the,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
321,3707,*** <-> a,*** , a,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
322,4097,that <-> i,that , i,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
323,4170,crazy <-> brazy,crazy , brazy,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
324,4181,some <-> a,some , a,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
325,4211,bruh <-> bruh-,bruh , bruh-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
326,4217,but <-> bruh,but , bruh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
327,4298,bruh <-> bruh- yeah,bruh , bruh- yeah,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_lexical,morpho_syntax
328,208,what'd <-> what did,what'd , what did,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_contraction,reductions
329,217,where'd <-> where did,where'd , where did,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_contraction,reductions
330,594,we'd <-> we would,we'd , we would,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_contraction,reductions
331,2908,tv's <-> tv is,tv's , tv is,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_contraction,reductions
332,3270,paid's <-> pay is,paid's , pay is,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_contraction,reductions
333,4464,guy's <-> guy is,guy's , guy is,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_contraction,reductions
334,11,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
335,21,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
336,46,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
337,60,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
338,73,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
339,87,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
340,95,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
341,100,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
342,118,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
343,129,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
344,157,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
345,165,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
346,173,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
347,186,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
348,201,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
349,254,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
350,285,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
351,298,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
352,353,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
353,373,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
354,412,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
355,440,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
356,457,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
357,541,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
358,558,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
359,589,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
360,623,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
361,666,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
362,711,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
363,741,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
364,747,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
365,770,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
366,797,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
367,809,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
368,836,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
369,987,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
370,1071,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
371,1105,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
372,1164,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
373,1283,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
374,1307,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
375,1336,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
376,1350,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
377,1434,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
378,1445,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
379,1462,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
380,1478,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
381,1481,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
382,1489,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
383,1562,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
384,1589,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
385,1647,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
386,1681,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
387,1784,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
388,1796,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
389,1930,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
390,1955,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
391,1967,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
392,2200,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
393,2251,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
394,2576,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
395,2588,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
396,2636,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
397,2643,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
398,2678,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
399,2685,uh <-> oh,uh , oh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
400,2696,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
401,2710,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
402,2781,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
403,2879,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
404,2929,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
405,2983,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
406,3033,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
407,3093,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
408,3188,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
409,3266,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
410,3415,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
411,3427,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
412,3435,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
413,3511,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
414,3525,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
415,3627,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
416,3711,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
417,3811,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
418,3887,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
419,3909,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
420,3963,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
421,3996,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
422,4063,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
423,4070,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
424,4083,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
425,4145,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
426,4321,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
427,4494,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
428,4670,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
429,4752,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
430,4758,um <-> uh,um , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_sub,verbatim
431,343,uh <-> ***,uh , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
432,1760,*** <-> mm-hmm,*** , mm-hmm,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
433,1763,mm-hmm <-> ***,mm-hmm , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
434,2024,*** <-> mm-hmm,*** , mm-hmm,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
435,2145,*** <-> uh,*** , uh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
436,2931,*** <-> mm-hmm,*** , mm-hmm,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
437,2940,*** <-> okay,*** , okay,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
438,2942,okay <-> ***,okay , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
439,3059,*** <-> mm-hmm,*** , mm-hmm,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
440,3065,mm-hmm <-> ***,mm-hmm , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
441,3241,mm-hmm <-> ***,mm-hmm , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
442,3355,*** <-> okay,*** , okay,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
443,3590,mm-hmm <-> ***,mm-hmm , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
444,3734,*** <-> mm-hmm,*** , mm-hmm,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
445,3790,*** <-> mm-hmm,*** , mm-hmm,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
446,3792,mm-hmm <-> ***,mm-hmm , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
447,3951,mm-hmm <-> ***,mm-hmm , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
448,4124,ah <-> ***,ah , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
449,4589,*** <-> oh,*** , oh,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
450,4797,nah <-> ***,nah , ***,aa-rev,amber,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
451,49,lives <-> lives-,lives , lives-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
452,167,did <-> did-,did , did-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
453,238,clothes <-> clothes-,clothes , clothes-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
454,371,so <-> so-,so , so-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
455,422,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
456,792,but <-> but-,but , but-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
457,1049,minutes <-> minutes-,minutes , minutes-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
458,1107,here <-> here-,here , here-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
459,1152,so <-> so-,so , so-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
460,1245,swings <-> swings-,swings , swings-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
461,1430,so <-> so-,so , so-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
462,1501,side <-> side-,side , side-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
463,1530,really <-> really-,really , really-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
464,1619,for <-> for-,for , for-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
465,1666,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
466,1746,like <-> like-,like , like-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
467,1771,so <-> so-,so , so-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
468,2014,or <-> or-,or , or-,aa-rev,amber,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
